model,provider,project,run,story_id,criterion,decision,evidence,rationale,related_story_ids,confidence,ground_truth,error_type
GPT-5.2,openai,Zooniverse,1,ZO-024,Conceptually sound,Violation,"As an admin, I want to prefilter content using search based on low­level asset information.",No explicit end/rationale is stated; the story only states a means/feature.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-025,Conceptually sound,Violation,"As an admin, I want to automatically validated the ingested contents for copyright infringement.",No explicit end/rationale is stated; the story only states a means/feature.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-026,Conceptually sound,Violation,"As an admin, I want to prefilter the content using search on high­level asset information such as metadata and tags...",No explicit end/rationale is stated; the story only states a means/feature.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-027,Conceptually sound,Violation,"I want to assess how interesting or appealing or complex a picture is based on automated analysis, citizen annotations, and comments on Talk.",No explicit end/rationale is stated; the story only states a means/feature (assessment) without why it is needed.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-028,Conceptually sound,Violation,"I want to detect when a scientist should be prompted to look at a subject, based on annotations and information from Talk comments.","No explicit end/rationale is stated; the story only states a means/feature (detection) and inputs, not why it is valuable.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-029,Conceptually sound,Violation,"As a Zooniverse admin, I want to identify volunteer types.",No explicit end/rationale is stated; the story only states a means/feature.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-030,Conceptually sound,Violation,I want to preclassify the Galaxy Zoo images using simple low­level image features.,No explicit end/rationale is stated; the story only states a means/feature.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-031,Conceptually sound,Violation,I want to automatically detect Snapshot Serengeti images with no classifiable animals in them.,No explicit end/rationale is stated; the story only states a means/feature (detection) without why it is needed.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-032,Conceptually sound,Violation,I want to perform automatic image series detection for the case of timestamping malfunction in Snapshot Serengeti images.,"The phrase 'for the case of...' describes a condition/use context, not a rationale/value; no explicit end is provided.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-033,Conceptually sound,Violation,I want to perform automatic animal species preclassification in Snapshot Serengeti.,No explicit end/rationale is stated; the story only states a means/feature.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-034,Conceptually sound,Violation,I want to perform automatic animal attribute preclassification in Snapshot Serengeti.,No explicit end/rationale is stated; the story only states a means/feature.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-035,Conceptually sound,Violation,I want to perform automatic animal number detection in Snapshot Serengeti.,No explicit end/rationale is stated; the story only states a means/feature.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-036,Conceptually sound,Violation,I want to perform automatic segmentation or localization of plankton in Plankton Portal.,No explicit end/rationale is stated; the story only states a means/feature.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-037,Conceptually sound,Violation,I want to automatically detect Plankton Portal images with no classifiable plankton in them.,No explicit end/rationale is stated; the story only states a means/feature (detection) without why it is needed.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-038,Conceptually sound,Violation,I want to perform automatic detection of plankton size or orientation in Plankton Portal images.,No explicit end/rationale is stated; the story only states a means/feature.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-039,Conceptually sound,Violation,I want to perform automatic preclassification of plankton species in Plankton Portal images.,No explicit end/rationale is stated; the story only states a means/feature.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-041,Conceptually sound,Violation,I want to automatically detect the time in a Worm Watch Lab video where the worm lays an egg.,No explicit end/rationale is stated; the story only states a means/feature (detection) without why it is needed.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-042,Conceptually sound,Violation,"I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.",No explicit end/rationale is stated; the story only states a means/feature (detection) without why it is valuable.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-043,Conceptually sound,Violation,I want to assess the probability/weight of a volunteer’s classification based on their experience.,No explicit end/rationale is stated; the story only states a means/feature (assessment) without why it is needed.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-044,Conceptually sound,Violation,I want to perform prefiltering of the images to remove artefacts such as bright stars and camera read errors.,The 'to remove artefacts' expresses another functional requirement/result of prefiltering rather than a rationale/value statement.,[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-045,Conceptually sound,Violation,I want to detect moving and transient objects in the images.,No explicit end/rationale is stated; the story only states a means/feature.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-046,Conceptually sound,Violation,I want to remove background noise and distracting sounds from the audio files.,No explicit end/rationale is stated; the story only states a means/feature.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-047,Conceptually sound,Violation,I want to group whale calls that are similar.,No explicit end/rationale is stated; the story only states a means/feature.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-048,Conceptually sound,Violation,I want to identify the number of whales heard in a single audio file.,No explicit end/rationale is stated; the story only states a means/feature.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-049,Conceptually sound,Violation,I want to know when I should interrupt a volunteer.,Means is not a system feature but a knowledge goal; no clear feature is stated that the system will provide to achieve it.,[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-050,Conceptually sound,Violation,"I want to know whether I should interrupt a volunteer with text, an image, or a video.",Means is framed as 'know whether' rather than a concrete feature; no rationale/end is provided.,[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-051,Conceptually sound,Violation,I want to know when I should educate a volunteer.,"Means is a knowledge desire, not a clearly stated feature; no end/rationale is provided.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-052,Conceptually sound,Violation,"I want to know whether I should educate a volunteer with text, an image, or a video.",Means is not expressed as a feature and no rationale/end is provided.,[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-053,Conceptually sound,Violation,I want to know which piece of education I should give to a volunteer.,Means is framed as 'know which' rather than a concrete feature; no rationale/end is provided.,[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-054,Conceptually sound,Violation,I want to know when a volunteer has made an interesting comment on a subject.,"Means is a knowledge goal rather than a clearly stated feature (e.g., notification/detection); no rationale/end is provided.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-055,Conceptually sound,Violation,I want to know when Zoonibot should comment on a subject.,Means is framed as 'know when' rather than a feature; no rationale/end is provided.,[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-056,Conceptually sound,Violation,I want to know when Zoonibot should give an explanation.,"Means is a knowledge desire, not a concrete feature; no rationale/end is provided.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-057,Conceptually sound,Violation,I want to know what Zoonibot should say to a volunteer.,Means is framed as 'know what' rather than a feature; no rationale/end is provided.,[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-058,Conceptually sound,Violation,I want to group subjects by similarity.,No explicit end/rationale is stated; the story only states a means/feature.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-059,Conceptually sound,Violation,I want to recommend different projects to volunteers based on their previous experiences.,No explicit end/rationale is stated; the story only states a means/feature.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-002,Estimatable,Violation,search and discover music based on my profile,"Underspecified what 'profile' contains and what 'based on' means (filtering vs ranking vs recommendations), leading to wide implementation variance.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-018,Estimatable,Violation,search content items using automatic speech recognition,"ASR-based search could mean integrating third-party ASR, building indexing, handling languages/accuracy; key scope parameters are missing.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-022,Estimatable,Violation,get a quick assessment of whether audio material has been edited before the upload,"Detection of prior editing is ambiguous (what edits, what signals, what confidence/thresholds), making effort hard to estimate.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-023,Estimatable,Violation,prefilter nudity content,"Prefiltering could mean manual rules, ML classification, thresholds, and review workflow; insufficiently specified for estimation.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-024,Estimatable,Violation,prefilter content using search based on low­level asset information,"Low-level asset information and search capabilities are undefined; scope could vary widely (fields, indexing, UI, performance).",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-025,Estimatable,Violation,automatically validated the ingested contents for copyright infringement,"Copyright infringement detection is complex and underspecified (methods, coverage, false positives, content types), making estimation difficult.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-026,Estimatable,Violation,prefilter the content using search on high­level asset information such as metadata and tags,Search/prefilter behavior and supported metadata/tags are not defined; could be simple filtering or advanced ranking and faceting.,[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-032,Estimatable,Violation,perform automatic image series detection for the case of timestamping malfunction,What constitutes a 'series' and how to detect it under timestamp malfunction is underspecified; could involve multiple heuristics and edge cases.,[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-033,Estimatable,Violation,perform automatic animal species preclassification in Snapshot Serengeti,"Species set, target accuracy, and approach are unspecified; could range from a small classifier to a large-scale ML pipeline.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-034,Estimatable,Violation,perform automatic animal attribute preclassification,"Attributes are not defined (e.g., age/sex/behavior), leading to unclear scope and estimation variability.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-035,Estimatable,Violation,perform automatic animal number detection,Counting animals can vary greatly by scene complexity and required accuracy; constraints and definition of 'number detection' are missing.,[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-036,Estimatable,Violation,perform automatic segmentation or localization of plankton,"Includes alternative scopes ('segmentation or localization') and lacks definition of output granularity/quality, making estimation difficult.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-038,Estimatable,Violation,perform automatic detection of plankton size or orientation,"Ambiguous scope ('size or orientation') and missing definitions (size metric, orientation representation, tolerances) hinder estimation.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-039,Estimatable,Violation,perform automatic preclassification of plankton species,"Species set, labeling scheme, and performance expectations are unspecified; could be small or very large effort.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-040,Estimatable,Violation,perform automatic worm motion analysis to reduce video duration,"Motion analysis and 'reduce video duration' are underspecified (how much reduction, method, acceptable loss), making scope unclear.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-041,Estimatable,Violation,detect the time ... where the worm lays an egg,"Event detection in video depends on definitions, accuracy, and handling ambiguity; these are not specified, leading to estimation uncertainty.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-044,Estimatable,Violation,perform prefiltering of the images to remove artefacts such as bright stars and camera read errors,"Multiple artifact types and 'such as' implies more; removal method and acceptable impact on data are unspecified, broadening scope.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-045,Estimatable,Violation,detect moving and transient objects in the images,"Object types, data characteristics, and detection criteria are unspecified; could require substantial algorithmic work with unclear boundaries.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-046,Estimatable,Violation,remove background noise and distracting sounds from the audio files,"Noise types, quality targets, and processing constraints are unspecified; could range from simple filtering to advanced source separation.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-047,Estimatable,Violation,group whale calls that are similar,"Similarity definition, grouping method (clustering vs classification), and expected outputs are unspecified, making estimation difficult.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-048,Estimatable,Violation,identify the number of whales heard in a single audio file,Counting individuals from audio is complex and depends on assumptions and accuracy requirements not stated; scope is unclear.,[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-049,Estimatable,Violation,know when I should interrupt a volunteer,"No criteria for interruption are provided; could involve behavioral analytics, experimentation, and messaging workflows—too vague to estimate.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-050,Estimatable,Violation,"know whether I should interrupt a volunteer with text, an image, or a video",Decision logic for choosing modality is unspecified and depends on undefined interruption triggers and content strategy.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-051,Estimatable,Violation,know when I should educate a volunteer,"Education triggers and success criteria are not defined; scope could include analytics, content selection, and delivery mechanisms.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-052,Estimatable,Violation,"know whether I should educate a volunteer with text, an image, or a video",Modality selection criteria are unspecified and could require significant experimentation/personalization; too vague to estimate.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-055,Estimatable,Violation,know when Zoonibot should comment on a subject,"Triggering logic and constraints for bot commenting are unspecified; could involve complex policy and NLP, making scope unclear.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-056,Estimatable,Violation,know when Zoonibot should give an explanation,No definition of when explanations are needed or what constitutes an explanation; broad and underspecified.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-058,Estimatable,Violation,group subjects by similarity,"Similarity basis (visual, metadata, behavior) and grouping output are unspecified; could be trivial or complex clustering.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-059,Estimatable,Violation,recommend different projects to volunteers based on their previous experiences,Recommendation inputs ('previous experiences') and algorithm/UX are unspecified; scope can vary widely.,[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-002,Independent,Violation,search and discover music based on my profile,Requires existence of a user profile to base search on; that prerequisite is not self-contained in this story and is only addressed by other profile-based stories.,"[""ZO-003"", ""ZO-010""]",Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-003,Independent,Violation,based on other users similar to myself,Inherently depends on having user profiles/behavior data to compute similarity between users; not self-contained.,"[""ZO-002"", ""ZO-010""]",Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-007,Independent,Violation,view thumbnail sequences of video segments,Requires videos to be segmented into segments before thumbnail sequences of segments can be shown; segmentation is covered elsewhere.,"[""ZO-019""]",High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-008,Independent,Violation,get info about similar video items and segments,Depends on having similarity relationships computed/available; that capability is explicitly requested in other similarity stories.,"[""ZO-009""]",Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-009,Independent,Violation,get info about perceptually similar video items and segments,Inherently requires a perceptual similarity computation/index to exist; not self-contained and overlaps with the prerequisite similarity capability.,"[""ZO-008""]",Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-010,Independent,Violation,receive content recommendations from similar profiles,Requires user profiles and a notion of profile similarity; those prerequisites are requested in other profile/similarity stories.,"[""ZO-002"", ""ZO-003""]",High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-020,Independent,Violation,annotate news video segments and extract a topic for each segment,"Requires that 'news video segments' exist (i.e., segmentation has been produced) before segment-level annotation/topic extraction can occur.","[""ZO-019""]",High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-027,Independent,Violation,"based on automated analysis, citizen annotations, and comments on Talk",Inherently depends on having citizen annotations and Talk comments available; prompting/assessment cannot be done without those upstream capabilities.,"[""ZO-028"", ""ZO-054""]",Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-028,Independent,Violation,based on annotations and information from Talk comments,Requires annotations and Talk comments to exist before detection/prompting can be performed; not self-contained.,"[""ZO-027"", ""ZO-054""]",Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-049,Independent,Violation,know when I should interrupt a volunteer,"Inherently depends on having an interruption mechanism and content/channel decisioning, which are specified in related interruption stories.","[""ZO-050""]",Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-051,Independent,Violation,know when I should educate a volunteer,"Inherently depends on having an education delivery mechanism and modality/content selection, which are covered by related education stories.","[""ZO-052"", ""ZO-053""]",Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-059,Independent,Violation,recommend different projects to volunteers based on their previous experiences,Depends on having volunteer experience/history data and/or volunteer typing to base recommendations on; those prerequisites are addressed in another story.,"[""ZO-029""]",Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-026,Minimal,No Violation,"As an admin, I want to prefilter the content using search on high­level asset information such as metadata and tags...","Only role and means; examples ('such as') are part of the means, not external notes.",[],Moderate,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-027,Minimal,No Violation,"..., based on automated analysis, citizen annotations, and comments on Talk.",Only role and means; no procedural notes or implementation/testing hints.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-042,Minimal,No Violation,"..., such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.",Examples ('such as') are part of the means; no external implementation/testing/procedural notes.,[],Moderate,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-050,Minimal,No Violation,"As a Zooniverse admin, I want to know whether I should interrupt a volunteer with text, an image, or a video.",Only role and means; no additional implementation/testing/procedural notes.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-052,Minimal,No Violation,"As a Zooniverse admin, I want to know whether I should educate a volunteer with text, an image, or a video.",Only role and means; no extra notes beyond the story sentence.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-016,Problem-oriented,No Violation,take a picture or upload an image,Describes user actions and goal (get related video recommendations) without mandating specific UI widgets or technical mechanisms.,[],Moderate,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-019,Problem-oriented,No Violation,"see, validate and edit segmentation of videos",States an admin need to manage segmentations without prescribing UI widgets or implementation mechanisms.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-020,Problem-oriented,No Violation,annotate news video segments and extract a topic,Expresses the admin task/need without specifying technical implementation details.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-021,Problem-oriented,No Violation,filter and rank videos based on A/V quality aspects,States the desired capability without prescribing algorithms or UI specifics.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-022,Problem-oriented,No Violation,quick assessment of whether audio material has been edited,Describes the need (assessment) without mandating how to detect edits.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-023,Problem-oriented,No Violation,prefilter nudity content,States the goal (prefiltering) without prescribing a specific detection technique.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-025,Problem-oriented,No Violation,automatically validated ... for copyright infringement,States the need for automated copyright validation without specifying the technical method.,[],Moderate,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-031,Problem-oriented,No Violation,automatically detect ... images with no classifiable animals,States the desired outcome (detect empty/unclassifiable images) without prescribing the detection method.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-032,Problem-oriented,No Violation,automatic image series detection ... timestamping malfunction,Describes the need to detect series due to a malfunction scenario without specifying implementation details.,[],Moderate,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-033,Problem-oriented,No Violation,automatic animal species preclassification,States the desired capability without prescribing algorithms or technical mechanisms.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-034,Problem-oriented,No Violation,automatic animal attribute preclassification,Expresses the need without specifying how preclassification is implemented.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-035,Problem-oriented,No Violation,automatic animal number detection,States the desired outcome without prescribing a specific technical solution.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-036,Problem-oriented,No Violation,automatic segmentation or localization of plankton,"Describes the needed capability without specifying algorithms, UI, or storage formats.",[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-037,Problem-oriented,No Violation,automatically detect ... images with no classifiable plankton,States the goal (detect non-useful images) without prescribing implementation details.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-038,Problem-oriented,No Violation,automatic detection of plankton size or orientation,States the desired capability without mandating a specific technical mechanism.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-039,Problem-oriented,No Violation,automatic preclassification of plankton species,Expresses the need without prescribing how preclassification is done.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-041,Problem-oriented,No Violation,automatically detect the time ... where the worm lays an egg,States the desired outcome (find egg-laying moment) without specifying the detection technique.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-042,Problem-oriented,No Violation,"detect important features such as areas of flooding, damage, temporary shelters, blocked roads",Describes the stakeholder need (feature detection) without prescribing implementation details.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-043,Problem-oriented,No Violation,assess the probability/weight ... based on their experience,States the need to weight classifications; does not mandate a specific algorithm or technical mechanism.,[],Moderate,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-044,Problem-oriented,No Violation,remove artefacts such as bright stars and camera read errors,States the goal (remove artefacts) without prescribing how removal is implemented.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-045,Problem-oriented,No Violation,detect moving and transient objects,Expresses the need without specifying algorithms or technical mechanisms.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-046,Problem-oriented,No Violation,remove background noise and distracting sounds,States the desired outcome without prescribing specific filtering algorithms or tools.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-050,Problem-oriented,No Violation,"interrupt a volunteer with text, an image, or a video","Specifies content modalities at a high level, not concrete UI widgets or technical mechanisms.",[],Moderate,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-052,Problem-oriented,No Violation,"educate a volunteer with text, an image, or a video",Mentions delivery modalities but does not prescribe specific UI widgets or implementation mechanisms.,[],Moderate,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-059,Problem-oriented,No Violation,recommend different projects ... based on their previous experiences,Expresses a recommendation need without prescribing implementation details.,[],High,Violation,FN
GPT-5.2,openai,Zooniverse,1,ZO-001,Unambiguous,Violation,search and discover music using content identification or fingerprinting,"“Content identification” and “fingerprinting” can mean different techniques/sources (audio fingerprinting vs metadata/ID matching), leading to materially different implementations.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-002,Unambiguous,Violation,based on my profile,"“My profile” is underspecified (listening history, demographics, preferences, explicit settings), allowing different interpretations of what data drives discovery.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-006,Unambiguous,Violation,upload tagged videos and have tags available for all further processing steps,"“Tags” and “all further processing steps” are unclear (which tag schema? which pipeline steps?), enabling different interpretations of scope and persistence.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-007,Unambiguous,Violation,view thumbnail sequences of video segments,"“Thumbnail sequences” and “video segments” are underspecified (how segments are defined; what constitutes a sequence), leading to different UI/segmentation requirements.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-016,Unambiguous,Violation,recommended with videos related to that picture or image,"“Related” is ambiguous (visual similarity, same topic, same location, same objects), producing materially different recommendation logic.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-018,Unambiguous,Violation,search content items using automatic speech recognition,"“Using automatic speech recognition” is underspecified (search by transcript keywords, speaker, language; real-time vs batch), allowing different requirements.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-019,Unambiguous,Violation,"see, validate and edit segmentation of videos","“Segmentation” is ambiguous (shot boundaries, scenes, semantic segments) and “validate” criteria are unspecified, leading to different interpretations.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-020,Unambiguous,Violation,annotate news video segments and extract a topic for each segment,"“Topic” is undefined (taxonomy vs free-text; single vs multiple topics), which materially affects the requirement.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-021,Unambiguous,Violation,filter and rank videos based on A/V quality aspects,"“A/V quality aspects” is vague (resolution, bitrate, loudness, noise, artifacts, etc.), enabling different ranking/filtering criteria.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-022,Unambiguous,Violation,quick assessment of whether audio material has been edited before the upload,"“Edited” is ambiguous (cut/splice, compression, noise reduction, normalization) and “quick assessment” is vague, leading to different interpretations.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-023,Unambiguous,Violation,prefilter nudity content,"“Nudity content” is ambiguous (partial vs full nudity; artistic/medical exceptions), which changes filtering behavior materially.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-024,Unambiguous,Violation,prefilter content using search based on low­level asset information,"“Low-level asset information” is an unclear abstraction (file properties vs signal features), allowing multiple interpretations.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-025,Unambiguous,Violation,automatically validated the ingested contents for copyright infringement,"“Validated” and “copyright infringement” detection scope are ambiguous (match thresholds, what constitutes infringement), leading to different requirements.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-026,Unambiguous,Violation,high­level asset information such as metadata and tags either recognized by the system of provided by the user,“High-level asset information” and “recognized by the system” are vague; also unclear which metadata/tags and how they are used for prefiltering.,[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-030,Unambiguous,Violation,preclassify the Galaxy Zoo images using simple low­level image features,"“Preclassify” (into what classes) and “simple low-level image features” are underspecified, enabling different interpretations.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-032,Unambiguous,Violation,automatic image series detection for the case of timestamping malfunction,"“Image series detection” and what constitutes “timestamping malfunction” are unclear, leading to different detection/repair behaviors.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-033,Unambiguous,Violation,automatic animal species preclassification,“Preclassification” is ambiguous without specifying target species set/taxonomy and output form (labels vs probabilities).,[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-034,Unambiguous,Violation,automatic animal attribute preclassification,"“Attribute” is undefined (age, sex, behavior, markings, etc.), allowing materially different interpretations.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-035,Unambiguous,Violation,automatic animal number detection,"“Number detection” is ambiguous (count individuals visible, estimate total present, handle occlusion), leading to different requirements.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-036,Unambiguous,Violation,automatic segmentation or localization of plankton,"“Segmentation or localization” are different tasks and the story does not specify which is required (or both), creating ambiguity.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-038,Unambiguous,Violation,detection of plankton size or orientation,"“Size” (area, length, bounding box, scale calibration) and “orientation” (angle definition) are underspecified, enabling different interpretations.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-039,Unambiguous,Violation,preclassification of plankton species,"“Species” set/taxonomy and what “preclassification” outputs are not specified, allowing different interpretations.",[],Moderate,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-040,Unambiguous,Violation,worm motion analysis to reduce video duration,"“Reduce video duration” is ambiguous (speed-up, trim inactive segments, summarize), leading to materially different outputs.",[],High,No Violation,FP
GPT-5.2,openai,Zooniverse,1,ZO-044,Unambiguous,Violation,remove artefacts such as bright stars and camera read errors,"“Remove artefacts” is ambiguous (mask, delete, correct, filter out images) and examples do not fully define scope, enabling different interpretations.",[],Moderate,No Violation,FP
