model,provider,project,run,story_id,criterion,decision,evidence,rationale,related_story_ids,confidence,ground_truth
GPT-5.2,openai,BADCamp,2,BC-046,Minimal,No Violation,"As a anonymoususer, I want to see specific details on summits, so that I can learn more ... register for the event, and get day-of knowledge ...","Only role, means, and rationale (multiple rationales but no external notes).",[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-049,Minimal,No Violation,"As a authenticateduser, I want to use a WYSIWYG editor for all long-form content, so that I don't have to know HTML to update my content.","Only role, means, and rationale.",[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-054,Minimal,No Violation,"As a administrator, I want to assign a room to a time slot and a location, so that I can populate the schedule .","Only role, means, and rationale.",[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-057,Minimal,No Violation,"As a administrator, I want to bulk approve sessions as accepted, so that I can save time.","Only role, means, and rationale.",[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-067,Minimal,No Violation,"As a anonymoususer, I want to easily find a link in the menu that links to the registration form, so that I can easily register for the camp.","Only role, means, and rationale.",[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-068,Minimal,No Violation,"As a anonymoususer, I want to fill out a user registration form, so that I can register for the camp and get an account on the website.","Only role, means, and rationale.",[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-004,Problem-oriented,No Violation,I want to have a very clear map where the buildings and rooms are,"Describes an information need (directions/locations); 'map' is a domain artifact, not an implementation prescription.",[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,2,BC-006,Problem-oriented,Violation,limit to one registration per day per authenticated user,Imposes a specific rule/constraint ('one per day per authenticated user') which is a solution choice rather than stating the underlying need (prevent duplicates/overbooking).,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,2,BC-011,Problem-oriented,No Violation,"add to ""my schedule""",Describes desired capability (save items to personal schedule) without implementation specifics.,[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-023,Problem-oriented,No Violation,identify myself as and pay for a $350 company sponsorship,Expresses a user goal (purchase sponsorship) without specifying UI widgets or technical mechanisms.,[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-028,Problem-oriented,No Violation,"assign sponsors to events, trainings and summits",Describes administrative need; does not mandate technical/UI implementation.,[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-031,Problem-oriented,No Violation,link BADCamp attendees to my sponsorship page,Expresses desired association/linking outcome without implementation details.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,2,BC-041,Problem-oriented,Violation,see a list of attendees signed up for my summit... by email,Prescribes specific representation ('list') and communication mechanism ('by email') rather than only the need to communicate with attendees.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,2,BC-045,Problem-oriented,No Violation,see how many seats are left for the summit,Information need; no solution prescription.,[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-056,Problem-oriented,No Violation,see the final list of sessions approved,Information need; no implementation details.,[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-058,Problem-oriented,No Violation,mark a session as accepted,States administrative action/need; does not prescribe UI/technical implementation.,[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-059,Problem-oriented,No Violation,receive a notification when sessions have been evaluated,States need to be informed; does not prescribe notification channel or implementation.,[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-060,Problem-oriented,No Violation,receive a notification when I submit a session,Need for confirmation; no solution prescription.,[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-061,Problem-oriented,No Violation,edit my session,User goal; does not prescribe implementation details.,[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-062,Problem-oriented,No Violation,register to speak at BADCamp,States desired capability; no implementation prescription.,[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-063,Problem-oriented,No Violation,submit a session at BADCAMP,User goal; no solution details.,[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-006,Unambiguous,Violation,limit to one registration per day per authenticated user,Ambiguous what “per day” means (calendar day vs event day) and what counts as a “registration” (training vs summit vs camp registration).,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,2,BC-009,Unambiguous,Violation,must accept the cancellation terms with a checkbox,"Ambiguous what “cancellation terms” are (where defined, which terms apply) and when/where the checkbox appears in the flow.","[""BC-010""]",Moderate,Uncertain
GPT-5.2,openai,BADCamp,2,BC-012,Unambiguous,No Violation,see which trainings I have signed up for,The requested information is specific (trainings the user registered for) with a clear intent.,[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-018,Unambiguous,No Violation,have a link on the home page to a list of training options,A homepage link to a training list is a single clear requirement.,[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-025,Unambiguous,Violation,view venue details ... see the events happening there,"Ambiguous what constitutes “venue details” and what “events happening there” includes (sessions, trainings, summits; time window).","[""BC-024""]",Moderate,Uncertain
GPT-5.2,openai,BADCamp,2,BC-028,Unambiguous,Violation,"assign sponsors to events, trainings and summits","Ambiguous assignment semantics (levels, ordering, multiple sponsors, display rules) and what qualifies as “events”.","[""BC-029""]",Moderate,Uncertain
GPT-5.2,openai,BADCamp,2,BC-033,Unambiguous,No Violation,sign up for the BADCamp newsletter,"Newsletter signup is a clear, commonly understood action with no materially different interpretations.",[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-037,Unambiguous,Violation,sponsor a summit that matches my brand,"“Matches my brand” is subjective and can lead to different functional interpretations (filtering, recommendations, categories).",[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-039,Unambiguous,Violation,get detailed directions to the summit venue,"“Detailed directions” is vague (map vs step-by-step, transit modes, starting point) allowing materially different implementations.",[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-041,Unambiguous,No Violation,see a list of attendees signed up for my summit,The requested list is clearly defined by summit registration.,[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-043,Unambiguous,Violation,list sponsors for my summit,"Ambiguous what “sponsors” includes (levels, in-kind, ordering, logos vs names) and display rules.",[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,2,BC-044,Unambiguous,Violation,list an agenda for my summit,"“Agenda” is underspecified (sessions vs time blocks, speakers, locations, formatting) leading to different interpretations.",[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,2,BC-045,Unambiguous,Violation,see how many seats are left for the summit,Ambiguous definition of “seats left” (capacity minus registrations? confirmed payments? holds/waitlist).,"[""BC-038""]",Moderate,Uncertain
GPT-5.2,openai,BADCamp,2,BC-049,Unambiguous,Violation,WYSIWYG editor for all long-form content,Ambiguous what counts as “long-form content” and which content types/fields are included.,[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-050,Unambiguous,No Violation,Link to my sponsorship profile from my job listings,Adding a link from job listings to a sponsorship profile is clear and not materially open to interpretation.,[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-052,Unambiguous,Violation,post a job,"Ambiguous job posting workflow and constraints (approval, required fields, duration, eligibility as sponsor).","[""BC-051""]",Moderate,Uncertain
GPT-5.2,openai,BADCamp,2,BC-057,Unambiguous,No Violation,bulk approve sessions as accepted,Bulk-changing session status to accepted is clear in intent; details of UI are not required to avoid ambiguity here.,"[""BC-058""]",Moderate,Uncertain
GPT-5.2,openai,BADCamp,2,BC-058,Unambiguous,No Violation,mark a session as accepted,Setting a session’s status to accepted is a single clear action.,"[""BC-057""]",High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-061,Unambiguous,No Violation,edit my session,Editing one’s own submitted session is clear and not materially open to interpretation.,[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-063,Unambiguous,No Violation,submit a session at BADCAMP,Submitting a session for evaluation is a clear action in this context.,"[""BC-062""]",High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-064,Unambiguous,Violation,personalize my sponsorship page,"“Personalize” is ambiguous (what elements can be changed: logo, text, colors, layout, links) leading to different interpretations.",[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-068,Unambiguous,No Violation,fill out a user registration form,User account registration via a form is clear and has a single primary interpretation.,[],High,Uncertain
GPT-5.2,openai,BADCamp,2,BC-062,Unique,Violation,"register to speak at BADCamp, so that I submit a session",Substantially the same requirement as BC-063 (submit a session at BADCAMP). Both are about session submission; actor difference (anonymous vs authenticated) is not meaningful here because both target the same capability.,"[""BC-063""]",Moderate,Uncertain
GPT-5.2,openai,BADCamp,2,BC-063,Unique,Violation,submit a session at BADCAMP,Duplicates BC-062 which also expresses submitting a session (register to speak).,"[""BC-062""]",Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-015,Atomic,Violation,dedicated page for each class... information must be shown... URL path should be SEO friendly,Combines multiple features: creating a class detail page with many display elements and additionally requiring SEO-friendly URL structure (separately implementable).,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-016,Atomic,No Violation,training options clearly marked for the following information... register now link,Single feature: a training options listing page with specified fields/links (enumerated attributes of one listing feature).,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-023,Atomic,Violation,identify myself as and pay for a $350 company sponsorship,Combines (1) identifying/entering company identity details and (2) paying for sponsorship; these can be implemented/tested separately.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-024,Atomic,Violation,create and maintain venues,Combines at least two features: creating venues and maintaining/updating venues.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-028,Atomic,No Violation,"assign sponsors to events, trainings and summits",Single feature: sponsor assignment to content types (events/trainings/summits are targets within one assignment feature).,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-030,Atomic,Violation,Enter payment information and have my card charged,"Combines entering payment details with charging the card; these are separable steps/features (e.g., capture vs. charge).",[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-046,Atomic,Violation,"see specific details on summits... register for the event, and get day-of knowledge to help me get to the location",Combines summit details viewing with registration and with day-of location/directions information—multiple independently implementable features.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-020,Complete,No Violation,refund sponsorship money that was processed via stripe,"Backlog includes sponsorship payment/checkout stories, providing the prerequisite transactions to refund.","[""BC-023"", ""BC-027"", ""BC-030"", ""BC-021""]",High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-059,Complete,No Violation,receive a notification when sessions have been evaluated,"Backlog includes session submission and acceptance/evaluation actions, which provide the triggering events for notifications.","[""BC-063"", ""BC-058"", ""BC-057""]",Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-003,Conceptually sound,Violation,"email all the trainers at once from the website for info and updates, so that It is easier to use",End ('it is easier to use') is not a clear rationale tied to the emailing feature; it is vague and does not explain the value of the means.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-007,Conceptually sound,No Violation,"have an admin view that helps track registration status for each attendee ... so that we can see if attendend, refunded, no show",Means is a feature (admin view to track status); end explains why (see statuses).,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-015,Conceptually sound,No Violation,"dedicated page for each class ... so that I can choose the right class, AND the trainer can tweet and promote their class",Means is a feature (class detail page with specified info/SEO URL); ends are rationales (choose right class; enable promotion).,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-017,Conceptually sound,No Violation,training landing page ... so that I can shop for training ... and we can have a call for trainings,Means is a feature (landing page with intro/list/call); ends explain value (shopping and call for trainings).,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-059,Conceptually sound,No Violation,"receive a notification when sessions have been evaluated, so that I know whether I've been accepted or rejected",Means is a feature (notification); end is a rationale (know outcome).,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-006,Estimatable,No Violation,limit to one registration per day per authenticated user,Specific business rule with clear constraint; implementation can be estimated.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-009,Estimatable,No Violation,must accept the cancellation terms with a checkbox,"Simple, well-scoped UI/validation requirement.",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-012,Estimatable,No Violation,see which trainings I have signed up for,"Clear, bounded retrieval/display of a user’s training registrations.",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-018,Estimatable,No Violation,link on the home page to a list of training options,"Small, well-defined navigation change.",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-023,Estimatable,No Violation,identify myself as and pay for a $350 company sponsorship,Specific sponsorship level and payment flow; can be estimated as a form + payment processing.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-024,Estimatable,Violation,create and maintain venues,"“Create and maintain” is broad (CRUD fields, validation, permissions, relationships, import/export), making scope hard to estimate.",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-025,Estimatable,No Violation,view venue details... and see the events happening there,Venue detail page plus associated events listing is a bounded feature.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-028,Estimatable,No Violation,"assign sponsors to events, trainings and summits",Clear association management between sponsors and content types; estimatable.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-030,Estimatable,No Violation,Enter payment information and have my card charged for an individual sponsorship,Standard payment capture/charge behavior; can be estimated.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-033,Estimatable,No Violation,sign up for the BADCamp newsletter,Clear subscription action; estimatable whether internal or via integration.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-037,Estimatable,Violation,sponsor a summit that matches my brand,"“Matches my brand” is vague and could imply recommendation/matching logic vs simple selection, making scope hard to estimate.",[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-039,Estimatable,Violation,get detailed directions to the summit venue,"“Detailed directions” is underspecified (static text vs maps, routing, transit options), making estimation difficult.",[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-041,Estimatable,No Violation,see a list of attendees signed up for my summit,A coordinator-facing attendee list is a bounded reporting/view feature.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-043,Estimatable,No Violation,list sponsors for my summit,Clear listing of associated sponsors; bounded and estimatable.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-044,Estimatable,Violation,list an agenda for my summit,Agenda could range from simple text to structured schedule with sessions/speakers/times; insufficiently specified for estimation.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-045,Estimatable,No Violation,see how many seats are left for the summit,Specific computed value display; bounded and estimatable.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-049,Estimatable,Violation,use a WYSIWYG editor for all long-form content,"“All long-form content” is broad across the system (which content types/fields, roles, configurations), making scope large and hard to estimate as a single story.",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-050,Estimatable,No Violation,Link to my sponsorship profile from my job listings,Specific linking/display requirement; bounded and estimatable.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-052,Estimatable,No Violation,post a job,Standard create-job-listing capability; estimatable at story level.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-057,Estimatable,No Violation,bulk approve sessions as accepted,Specific admin bulk action; bounded and estimatable.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-058,Estimatable,No Violation,mark a session as accepted,Single-item status change is clear and estimatable.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-061,Estimatable,No Violation,edit my session,Standard edit capability for an existing entity; bounded enough to estimate.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-063,Estimatable,No Violation,submit a session at BADCAMP,Specific action (session submission) with clear outcome (evaluation); bounded and estimatable.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-064,Estimatable,Violation,personalize my sponsorship page,“Personalize” is vague and could range from simple text/logo edits to layout/themes/widgets; too open-ended to estimate.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-068,Estimatable,No Violation,fill out a user registration form,Standard account registration form capability; estimatable at story level.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-013,Full sentence,Violation,"..., that shows all attendee information Trainers can see all class attendance at first ...",Run-on/missing punctuation creates malformed sentence (two sentences fused without proper separation).,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-016,Full sentence,No Violation,"As a anonymoususer, I want to have the training options clearly marked for the following information: ... so that I can shop for training all with one page AND find their class on on one page.","Despite a long list and minor typos, it reads as a complete sentence with proper main clause and purpose clause.",[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-059,Full sentence,No Violation,"As a anonymoususer, I want to receive a notification when sessions have been evaluated, so that I know whether I've been accepted or rejected.",Complete sentence.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-066,Full sentence,No Violation,"As a authenticateduser, I want to Be offered several choices of idividual sponsorship on the second page of registration, so that I can be awesome and financially support the camp.",Complete sentence; capitalization/spelling issues do not break completeness.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-008,Independent,Violation,be added to a training waitlist,A waitlist depends on an underlying training registration/capacity concept to waitlist against.,"[""BC-015"", ""BC-016""]",Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-010,Independent,Violation,tie in a cancellation deadline to whatever registration / cancellation workflow exists,Explicitly depends on an existing registration/cancellation workflow.,"[""BC-009""]",High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-012,Independent,Violation,see which trainings I have signed up for,Requires that training sign-ups/registrations exist to be displayed.,"[""BC-015"", ""BC-016""]",Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-030,Independent,No Violation,Enter payment information and have my card charged,Card charging for sponsorship can be implemented as a standalone payment capability; other stories may reference it but it need not depend on them.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-040,Independent,Violation,see what summits I'm signed up for,Requires summit sign-ups/registrations to exist.,"[""BC-038""]",High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-041,Independent,Violation,see a list of attendees signed up for my summit,Depends on summit registration/sign-up data existing.,"[""BC-038""]",High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-054,Independent,Violation,"assign a room to a time slot and a location, so that I can populate the schedule",Populating the schedule depends on having a schedule concept/view to populate.,"[""BC-055""]",High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-058,Independent,Violation,mark a session as accepted,Marking a session accepted depends on sessions being submitted/existing.,"[""BC-063""]",High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-059,Independent,Violation,receive a notification when sessions have been evaluated,Depends on session submission and an evaluation/acceptance decision being made.,"[""BC-063"", ""BC-058""]",Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-060,Independent,Violation,receive a notification when I submit a session,Depends on the ability to submit a session.,"[""BC-063""]",High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-004,Minimal,No Violation,"As a attendee, I want to have a very clear map where the buildings and rooms are, so that I can make it to class on time.","Only role, means, and rationale.",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-005,Minimal,No Violation,"As a trainer, I want to edit my training node myself, so that the training coordinators don't have to and links to slides.",Single story sentence; no external comments/implementation notes.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-009,Minimal,No Violation,"As a trainee, I want to must accept the cancellation terms with a checkbox, so that they can be accountable..",Checkbox is part of the means; no extra commentary outside the story.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-010,Minimal,No Violation,"As a trainingcoordinator, I want to tie in a cancellation deadline to whatever registration / cancellation workflow exists, so that so we don't loose money or spots.","Only role, means, and end.",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-014,Minimal,No Violation,"As a trainingcoordinator, I want to have an admin view where all trainee information is shown and can be filtered to show a single training session, so that I can see WTF is happening.","Only role, means, and end (informal wording does not add external notes).",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-018,Minimal,No Violation,"As a anonymoususer, I want to have a link on the home page to a list of training options, so that I can take training.","Only role, means, and end.",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-021,Minimal,No Violation,"As a authenticateduser, I want to find a link on the sponsorships page to become a $350 level sponsor, so that I can pay for and become a sponsor role.","Only role, means, and end.",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-030,Minimal,No Violation,"As a authenticateduser, I want to Enter payment information and have my card charged for an individual sponsorship, so that I can pay for an individual sponsorship.","Only role, means, and end.",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-039,Minimal,No Violation,"As a attendee, I want to get detailed directions to the summit venue, so that I can get to the summit easily on the day of the event.","Only role, means, and end.",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-046,Minimal,No Violation,"As a anonymoususer, I want to see specific details on summits, so that I can learn more about the summit I'm interested in to see if it matches my interests, register for the event, and get day-of knowledge to help me get to the location.","Only role, means, and end (multiple ends are still ends/rationale).",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-049,Minimal,No Violation,"As a authenticateduser, I want to use a WYSIWYG editor for all long-form content, so that I don't have to know HTML to update my content.","Only role, means, and end.",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-054,Minimal,No Violation,"As a administrator, I want to assign a room to a time slot and a location, so that I can populate the schedule .","Only role, means, and end.",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-057,Minimal,No Violation,"As a administrator, I want to bulk approve sessions as accepted, so that I can save time.","Only role, means, and end.",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-067,Minimal,No Violation,"As a anonymoususer, I want to easily find a link in the menu that links to the registration form, so that I can easily register for the camp.","Only role, means, and end.",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-068,Minimal,No Violation,"As a anonymoususer, I want to fill out a user registration form, so that I can register for the camp and get an account on the website.","Only role, means, and end.",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-004,Problem-oriented,No Violation,I want to have a very clear map where the buildings and rooms are,Focuses on the need (clear map/directions) rather than concrete UI/technical implementation.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-006,Problem-oriented,Violation,limit to one registration per day per authenticated user,Prescribes a specific rule/constraint mechanism (one per day per authenticated user) rather than stating the underlying need (prevent duplicate registrations) in a solution-agnostic way.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-011,Problem-oriented,No Violation,"add to ""my schedule""",Describes desired user capability (save items to schedule) without concrete implementation details.,[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-023,Problem-oriented,No Violation,identify myself as and pay for a $350 company sponsorship,States the goal (purchase sponsorship) without specifying UI widgets or technical mechanisms.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-028,Problem-oriented,No Violation,"assign sponsors to events, trainings and summits",Expresses administrative capability without technical/UI prescription.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-031,Problem-oriented,No Violation,link BADCamp attendees to my sponsorship page,States desired capability; does not dictate implementation details.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-041,Problem-oriented,No Violation,see a list of attendees signed up for my summit,Describes need (access attendee list) without prescribing implementation details.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-045,Problem-oriented,No Violation,see how many seats are left for the summit,Information need without prescribing solution.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-056,Problem-oriented,No Violation,see the final list of sessions approved,States desired information; no solution details.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-058,Problem-oriented,No Violation,mark a session as accepted,States administrative action needed; no implementation details prescribed.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-059,Problem-oriented,No Violation,receive a notification when sessions have been evaluated,States need to be informed; does not prescribe notification mechanism/channel.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-060,Problem-oriented,No Violation,receive a notification when I submit a session,Need for confirmation without prescribing implementation.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-061,Problem-oriented,No Violation,edit my session,States desired capability; no solution prescription.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-062,Problem-oriented,No Violation,register to speak at BADCamp,Expresses user goal; no implementation details.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-063,Problem-oriented,No Violation,submit a session at BADCAMP,States desired action; does not prescribe solution details.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-006,Unambiguous,Violation,limit to one registration per day per authenticated user,"Ambiguous what counts as a “registration” (training vs summit vs camp), and what “per day” refers to (event day vs calendar day vs training day).",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-009,Unambiguous,Violation,must accept the cancellation terms with a checkbox,"Ambiguous what “cancellation terms” are (where defined, versioning) and when/where the checkbox is required in the flow.",[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-012,Unambiguous,No Violation,see which trainings I have signed up for,The requested information (user’s registered trainings) is clear and not open to materially different interpretations.,[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-018,Unambiguous,No Violation,have a link on the home page to a list of training options,"A homepage link to the training list is a clear, single interpretation requirement.",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-025,Unambiguous,Violation,view venue details ... and see the events happening there,"Ambiguous what counts as “venue details” and what “events happening there” includes (sessions, trainings, summits; time window).","[""BC-024""]",Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-028,Unambiguous,No Violation,"assign sponsors to events, trainings and summits",The action (assign sponsors to specific content types) and outcome (featured on sponsor detail page) are clear enough for a single interpretation.,"[""BC-029""]",Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-033,Unambiguous,No Violation,sign up for the BADCamp newsletter,"Newsletter signup is a commonly understood, single-interpretation capability.",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-037,Unambiguous,Violation,sponsor a summit that matches my brand,"“Matches my brand” is subjective/vague and can be interpreted in materially different ways (filtering, recommendations, tagging).",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-039,Unambiguous,Violation,get detailed directions to the summit venue,"“Detailed directions” is vague (map vs step-by-step, transit modes, starting point), allowing materially different implementations.","[""BC-025""]",High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-041,Unambiguous,Violation,communicate with my attendees by email,"Ambiguous whether this means exporting emails, sending bulk email from the system, templates, and which attendees qualify (registered vs waitlisted).",[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-043,Unambiguous,Violation,list sponsors for my summit,"Ambiguous what “list sponsors” entails (ordering, levels, logos/links, which sponsors qualify) and where it is displayed.","[""BC-028""]",Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-044,Unambiguous,Violation,list an agenda for my summit,"Ambiguous agenda structure (time slots, sessions, speakers), edit capabilities, and display requirements, leading to different interpretations.",[],Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-045,Unambiguous,Violation,see how many seats are left for the summit,Ambiguous definition of “seats left” (capacity minus registrations vs minus confirmed payments; handling cancellations/waitlist).,"[""BC-038"", ""BC-008""]",Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-049,Unambiguous,Violation,WYSIWYG editor for all long-form content,"Ambiguous what qualifies as “long-form content” and which content types are included, leading to different scope interpretations.",[],High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-050,Unambiguous,No Violation,Link to my sponsorship profile from my job listings,"The linkage from job listings to a sponsorship profile is a clear, single interpretation requirement.","[""BC-052""]",High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-052,Unambiguous,Violation,post a job,"Ambiguous job posting workflow and constraints (fields, approval, duration, eligibility as sponsor), allowing materially different interpretations.","[""BC-051"", ""BC-053""]",Moderate,Uncertain
GPT-5.2,openai,BADCamp,3,BC-057,Unambiguous,No Violation,bulk approve sessions as accepted,Bulk-setting sessions to an accepted status is clear and not materially open to interpretation.,"[""BC-058""]",High,Uncertain
GPT-5.2,openai,BADCamp,3,BC-058,Unambiguous,No Violation,mark a session as accepted,"Setting a session’s status to accepted is a clear, single interpretation action.","[""BC-057""]",High,Uncertain
