story_id,project,user_story,qus_dimension,qus_criterion,decision,evidence,rationale,context_used,related_story_ids,notes
ZO-038,Zooniverse,"As a Zooniverse admin, I want to perform automatic detection of plankton size or orientation in Plankton Portal images.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
ZO-038,Zooniverse,"As a Zooniverse admin, I want to perform automatic detection of plankton size or orientation in Plankton Portal images.",Pragmatic,Full sentence,No Violation,,,Story only,,
ZO-038,Zooniverse,"As a Zooniverse admin, I want to perform automatic detection of plankton size or orientation in Plankton Portal images.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
ZO-038,Zooniverse,"As a Zooniverse admin, I want to perform automatic detection of plankton size or orientation in Plankton Portal images.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
ZO-038,Zooniverse,"As a Zooniverse admin, I want to perform automatic detection of plankton size or orientation in Plankton Portal images.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
ZO-038,Zooniverse,"As a Zooniverse admin, I want to perform automatic detection of plankton size or orientation in Plankton Portal images.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
ZO-038,Zooniverse,"As a Zooniverse admin, I want to perform automatic detection of plankton size or orientation in Plankton Portal images.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
ZO-039,Zooniverse,"As a Zooniverse admin, I want to perform automatic preclassification of plankton species in Plankton Portal images.",Syntactic,Well-formed,No Violation,,,Story only,,
ZO-039,Zooniverse,"As a Zooniverse admin, I want to perform automatic preclassification of plankton species in Plankton Portal images.",Syntactic,Atomic,No Violation,,,Story only,,
ZO-039,Zooniverse,"As a Zooniverse admin, I want to perform automatic preclassification of plankton species in Plankton Portal images.",Syntactic,Minimal,No Violation,,,Story only,,Revisar durante a calibração do critério Minimal.
ZO-039,Zooniverse,"As a Zooniverse admin, I want to perform automatic preclassification of plankton species in Plankton Portal images.",Semantic,Conceptually sound,No Violation,,,Story only,,
ZO-039,Zooniverse,"As a Zooniverse admin, I want to perform automatic preclassification of plankton species in Plankton Portal images.",Semantic,Problem-oriented,Violation,perform automatic preclassification of plankton species in Plankton Portal images,"The story prescribes a mechanism, technology, format, interface element, or concrete solution instead of remaining at the level of the stakeholder need.",Story only,,
ZO-039,Zooniverse,"As a Zooniverse admin, I want to perform automatic preclassification of plankton species in Plankton Portal images.",Semantic,Unambiguous,No Violation,,,Story only,,
ZO-039,Zooniverse,"As a Zooniverse admin, I want to perform automatic preclassification of plankton species in Plankton Portal images.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
ZO-039,Zooniverse,"As a Zooniverse admin, I want to perform automatic preclassification of plankton species in Plankton Portal images.",Pragmatic,Full sentence,No Violation,,,Story only,,
ZO-039,Zooniverse,"As a Zooniverse admin, I want to perform automatic preclassification of plankton species in Plankton Portal images.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
ZO-039,Zooniverse,"As a Zooniverse admin, I want to perform automatic preclassification of plankton species in Plankton Portal images.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
ZO-039,Zooniverse,"As a Zooniverse admin, I want to perform automatic preclassification of plankton species in Plankton Portal images.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
ZO-039,Zooniverse,"As a Zooniverse admin, I want to perform automatic preclassification of plankton species in Plankton Portal images.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
ZO-039,Zooniverse,"As a Zooniverse admin, I want to perform automatic preclassification of plankton species in Plankton Portal images.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
ZO-040,Zooniverse,"As a Zooniverse admin, I want to perform automatic worm motion analysis to reduce video duration in Worm Watch Lab.",Syntactic,Well-formed,No Violation,,,Story only,,
ZO-040,Zooniverse,"As a Zooniverse admin, I want to perform automatic worm motion analysis to reduce video duration in Worm Watch Lab.",Syntactic,Atomic,No Violation,,,Story only,,
ZO-040,Zooniverse,"As a Zooniverse admin, I want to perform automatic worm motion analysis to reduce video duration in Worm Watch Lab.",Syntactic,Minimal,No Violation,,,Story only,,Revisar durante a calibração do critério Minimal.
ZO-040,Zooniverse,"As a Zooniverse admin, I want to perform automatic worm motion analysis to reduce video duration in Worm Watch Lab.",Semantic,Conceptually sound,No Violation,,,Story only,,
ZO-040,Zooniverse,"As a Zooniverse admin, I want to perform automatic worm motion analysis to reduce video duration in Worm Watch Lab.",Semantic,Problem-oriented,Violation,perform automatic worm motion analysis to reduce video duration in Worm Watch Lab,"The story prescribes a mechanism, technology, format, interface element, or concrete solution instead of remaining at the level of the stakeholder need.",Story only,,
ZO-040,Zooniverse,"As a Zooniverse admin, I want to perform automatic worm motion analysis to reduce video duration in Worm Watch Lab.",Semantic,Unambiguous,No Violation,,,Story only,,
ZO-040,Zooniverse,"As a Zooniverse admin, I want to perform automatic worm motion analysis to reduce video duration in Worm Watch Lab.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
ZO-040,Zooniverse,"As a Zooniverse admin, I want to perform automatic worm motion analysis to reduce video duration in Worm Watch Lab.",Pragmatic,Full sentence,No Violation,,,Story only,,
ZO-040,Zooniverse,"As a Zooniverse admin, I want to perform automatic worm motion analysis to reduce video duration in Worm Watch Lab.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
ZO-040,Zooniverse,"As a Zooniverse admin, I want to perform automatic worm motion analysis to reduce video duration in Worm Watch Lab.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
ZO-040,Zooniverse,"As a Zooniverse admin, I want to perform automatic worm motion analysis to reduce video duration in Worm Watch Lab.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
ZO-040,Zooniverse,"As a Zooniverse admin, I want to perform automatic worm motion analysis to reduce video duration in Worm Watch Lab.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
ZO-040,Zooniverse,"As a Zooniverse admin, I want to perform automatic worm motion analysis to reduce video duration in Worm Watch Lab.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
ZO-041,Zooniverse,"As a Zooniverse admin, I want to automatically detect the time in a Worm Watch Lab video where the worm lays an egg.",Syntactic,Well-formed,No Violation,,,Story only,,
ZO-041,Zooniverse,"As a Zooniverse admin, I want to automatically detect the time in a Worm Watch Lab video where the worm lays an egg.",Syntactic,Atomic,No Violation,,,Story only,,
ZO-041,Zooniverse,"As a Zooniverse admin, I want to automatically detect the time in a Worm Watch Lab video where the worm lays an egg.",Syntactic,Minimal,No Violation,,,Story only,,Revisar durante a calibração do critério Minimal.
ZO-041,Zooniverse,"As a Zooniverse admin, I want to automatically detect the time in a Worm Watch Lab video where the worm lays an egg.",Semantic,Conceptually sound,No Violation,,,Story only,,
ZO-041,Zooniverse,"As a Zooniverse admin, I want to automatically detect the time in a Worm Watch Lab video where the worm lays an egg.",Semantic,Problem-oriented,Violation,automatically detect the time in a Worm Watch Lab video where the worm lays an egg,"The story prescribes a mechanism, technology, format, interface element, or concrete solution instead of remaining at the level of the stakeholder need.",Story only,,
ZO-041,Zooniverse,"As a Zooniverse admin, I want to automatically detect the time in a Worm Watch Lab video where the worm lays an egg.",Semantic,Unambiguous,No Violation,,,Story only,,
ZO-041,Zooniverse,"As a Zooniverse admin, I want to automatically detect the time in a Worm Watch Lab video where the worm lays an egg.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
ZO-041,Zooniverse,"As a Zooniverse admin, I want to automatically detect the time in a Worm Watch Lab video where the worm lays an egg.",Pragmatic,Full sentence,No Violation,,,Story only,,
ZO-041,Zooniverse,"As a Zooniverse admin, I want to automatically detect the time in a Worm Watch Lab video where the worm lays an egg.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
ZO-041,Zooniverse,"As a Zooniverse admin, I want to automatically detect the time in a Worm Watch Lab video where the worm lays an egg.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
ZO-041,Zooniverse,"As a Zooniverse admin, I want to automatically detect the time in a Worm Watch Lab video where the worm lays an egg.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
ZO-041,Zooniverse,"As a Zooniverse admin, I want to automatically detect the time in a Worm Watch Lab video where the worm lays an egg.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
ZO-041,Zooniverse,"As a Zooniverse admin, I want to automatically detect the time in a Worm Watch Lab video where the worm lays an egg.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
ZO-042,Zooniverse,"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.",Syntactic,Well-formed,No Violation,,,Story only,,
ZO-042,Zooniverse,"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.",Syntactic,Atomic,No Violation,,,Story only,,Requer alinhamento da regra de fronteira para Atomic.
ZO-042,Zooniverse,"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.",Syntactic,Minimal,Violation,"detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images","The story incorporates solution, interface, technology, format, field, or constraint details that exceed the minimal description of the stakeholder need.",Story only,,
ZO-042,Zooniverse,"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.",Semantic,Conceptually sound,No Violation,,,Story only,,
ZO-042,Zooniverse,"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.",Semantic,Problem-oriented,Violation,"detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images","The story prescribes a mechanism, technology, format, interface element, or concrete solution instead of remaining at the level of the stakeholder need.",Story only,,
ZO-042,Zooniverse,"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.",Semantic,Unambiguous,Violation,"detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images","The highlighted wording leaves a key term, scope, reference, or expected behavior open to materially different interpretations.",Story only,,
ZO-042,Zooniverse,"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
ZO-042,Zooniverse,"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.",Pragmatic,Full sentence,No Violation,,,Story only,,
ZO-042,Zooniverse,"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.",Pragmatic,Estimatable,Violation,"detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images","The highlighted wording leaves relevant scope, expected behavior, or constraints insufficiently defined to support a reliable implementation estimate.",Story + Backlog,,
ZO-042,Zooniverse,"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
ZO-042,Zooniverse,"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
ZO-042,Zooniverse,"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
ZO-042,Zooniverse,"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
ZO-043,Zooniverse,"As a Zooniverse admin, I want to assess the probability/weight of a volunteer’s classification based on their experience.",Syntactic,Well-formed,No Violation,,,Story only,,
ZO-043,Zooniverse,"As a Zooniverse admin, I want to assess the probability/weight of a volunteer’s classification based on their experience.",Syntactic,Atomic,No Violation,,,Story only,,
ZO-043,Zooniverse,"As a Zooniverse admin, I want to assess the probability/weight of a volunteer’s classification based on their experience.",Syntactic,Minimal,Violation,assess the probability/weight of a volunteer’s classification based on their experience,"The story embeds additional implementation, interface, field, constraint, or workflow detail beyond the minimal role–means–optional end structure.",Story only,,Revisar durante a calibração do critério Minimal.
ZO-043,Zooniverse,"As a Zooniverse admin, I want to assess the probability/weight of a volunteer’s classification based on their experience.",Semantic,Conceptually sound,No Violation,,,Story only,,
ZO-043,Zooniverse,"As a Zooniverse admin, I want to assess the probability/weight of a volunteer’s classification based on their experience.",Semantic,Problem-oriented,Violation,assess the probability/weight of a volunteer’s classification based on their experience,"The story prescribes a mechanism, technology, format, interface element, or concrete solution instead of remaining at the level of the stakeholder need.",Story only,,
ZO-043,Zooniverse,"As a Zooniverse admin, I want to assess the probability/weight of a volunteer’s classification based on their experience.",Semantic,Unambiguous,Violation,assess the probability/weight of a volunteer’s classification based on their experience,"The highlighted wording leaves a key term, scope, reference, or expected behavior open to materially different interpretations.",Story only,,
ZO-043,Zooniverse,"As a Zooniverse admin, I want to assess the probability/weight of a volunteer’s classification based on their experience.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
ZO-043,Zooniverse,"As a Zooniverse admin, I want to assess the probability/weight of a volunteer’s classification based on their experience.",Pragmatic,Full sentence,No Violation,,,Story only,,
ZO-043,Zooniverse,"As a Zooniverse admin, I want to assess the probability/weight of a volunteer’s classification based on their experience.",Pragmatic,Estimatable,Violation,assess the probability/weight of a volunteer’s classification based on their experience,"The highlighted wording leaves relevant scope, expected behavior, or constraints insufficiently defined to support a reliable implementation estimate.",Story + Backlog,,
ZO-043,Zooniverse,"As a Zooniverse admin, I want to assess the probability/weight of a volunteer’s classification based on their experience.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
ZO-043,Zooniverse,"As a Zooniverse admin, I want to assess the probability/weight of a volunteer’s classification based on their experience.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
ZO-043,Zooniverse,"As a Zooniverse admin, I want to assess the probability/weight of a volunteer’s classification based on their experience.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
ZO-043,Zooniverse,"As a Zooniverse admin, I want to assess the probability/weight of a volunteer’s classification based on their experience.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
ZO-044,Zooniverse,"As a Zooniverse admin, I want to perform prefiltering of the images to remove artefacts such as bright stars and camera read errors.",Syntactic,Well-formed,No Violation,,,Story only,,
ZO-044,Zooniverse,"As a Zooniverse admin, I want to perform prefiltering of the images to remove artefacts such as bright stars and camera read errors.",Syntactic,Atomic,No Violation,,,Story only,,
ZO-044,Zooniverse,"As a Zooniverse admin, I want to perform prefiltering of the images to remove artefacts such as bright stars and camera read errors.",Syntactic,Minimal,No Violation,,,Story only,,Revisar durante a calibração do critério Minimal.
ZO-044,Zooniverse,"As a Zooniverse admin, I want to perform prefiltering of the images to remove artefacts such as bright stars and camera read errors.",Semantic,Conceptually sound,No Violation,,,Story only,,
ZO-044,Zooniverse,"As a Zooniverse admin, I want to perform prefiltering of the images to remove artefacts such as bright stars and camera read errors.",Semantic,Problem-oriented,Violation,perform prefiltering of the images to remove artefacts such as bright stars and camera read errors,"The story prescribes a mechanism, technology, format, interface element, or concrete solution instead of remaining at the level of the stakeholder need.",Story only,,
ZO-044,Zooniverse,"As a Zooniverse admin, I want to perform prefiltering of the images to remove artefacts such as bright stars and camera read errors.",Semantic,Unambiguous,No Violation,,,Story only,,
ZO-044,Zooniverse,"As a Zooniverse admin, I want to perform prefiltering of the images to remove artefacts such as bright stars and camera read errors.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
ZO-044,Zooniverse,"As a Zooniverse admin, I want to perform prefiltering of the images to remove artefacts such as bright stars and camera read errors.",Pragmatic,Full sentence,No Violation,,,Story only,,
ZO-044,Zooniverse,"As a Zooniverse admin, I want to perform prefiltering of the images to remove artefacts such as bright stars and camera read errors.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
ZO-044,Zooniverse,"As a Zooniverse admin, I want to perform prefiltering of the images to remove artefacts such as bright stars and camera read errors.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
ZO-044,Zooniverse,"As a Zooniverse admin, I want to perform prefiltering of the images to remove artefacts such as bright stars and camera read errors.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
ZO-044,Zooniverse,"As a Zooniverse admin, I want to perform prefiltering of the images to remove artefacts such as bright stars and camera read errors.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
ZO-044,Zooniverse,"As a Zooniverse admin, I want to perform prefiltering of the images to remove artefacts such as bright stars and camera read errors.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
ZO-045,Zooniverse,"As a Zooniverse admin, I want to detect moving and transient objects in the images.",Syntactic,Well-formed,No Violation,,,Story only,,
ZO-045,Zooniverse,"As a Zooniverse admin, I want to detect moving and transient objects in the images.",Syntactic,Atomic,No Violation,,,Story only,,
ZO-045,Zooniverse,"As a Zooniverse admin, I want to detect moving and transient objects in the images.",Syntactic,Minimal,No Violation,,,Story only,,Revisar durante a calibração do critério Minimal.
ZO-045,Zooniverse,"As a Zooniverse admin, I want to detect moving and transient objects in the images.",Semantic,Conceptually sound,No Violation,,,Story only,,
ZO-045,Zooniverse,"As a Zooniverse admin, I want to detect moving and transient objects in the images.",Semantic,Problem-oriented,Violation,detect moving and transient objects in the images,"The story prescribes a mechanism, technology, format, interface element, or concrete solution instead of remaining at the level of the stakeholder need.",Story only,,
ZO-045,Zooniverse,"As a Zooniverse admin, I want to detect moving and transient objects in the images.",Semantic,Unambiguous,No Violation,,,Story only,,
ZO-045,Zooniverse,"As a Zooniverse admin, I want to detect moving and transient objects in the images.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
ZO-045,Zooniverse,"As a Zooniverse admin, I want to detect moving and transient objects in the images.",Pragmatic,Full sentence,No Violation,,,Story only,,
ZO-045,Zooniverse,"As a Zooniverse admin, I want to detect moving and transient objects in the images.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
ZO-045,Zooniverse,"As a Zooniverse admin, I want to detect moving and transient objects in the images.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
ZO-045,Zooniverse,"As a Zooniverse admin, I want to detect moving and transient objects in the images.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
ZO-045,Zooniverse,"As a Zooniverse admin, I want to detect moving and transient objects in the images.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
ZO-045,Zooniverse,"As a Zooniverse admin, I want to detect moving and transient objects in the images.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
ZO-046,Zooniverse,"As a Zooniverse admin, I want to remove background noise and distracting sounds from the audio files.",Syntactic,Well-formed,No Violation,,,Story only,,
ZO-046,Zooniverse,"As a Zooniverse admin, I want to remove background noise and distracting sounds from the audio files.",Syntactic,Atomic,No Violation,,,Story only,,
ZO-046,Zooniverse,"As a Zooniverse admin, I want to remove background noise and distracting sounds from the audio files.",Syntactic,Minimal,No Violation,,,Story only,,Revisar durante a calibração do critério Minimal.
ZO-046,Zooniverse,"As a Zooniverse admin, I want to remove background noise and distracting sounds from the audio files.",Semantic,Conceptually sound,No Violation,,,Story only,,
ZO-046,Zooniverse,"As a Zooniverse admin, I want to remove background noise and distracting sounds from the audio files.",Semantic,Problem-oriented,Violation,remove background noise and distracting sounds from the audio files,"The story prescribes a mechanism, technology, format, interface element, or concrete solution instead of remaining at the level of the stakeholder need.",Story only,,
ZO-046,Zooniverse,"As a Zooniverse admin, I want to remove background noise and distracting sounds from the audio files.",Semantic,Unambiguous,No Violation,,,Story only,,
ZO-046,Zooniverse,"As a Zooniverse admin, I want to remove background noise and distracting sounds from the audio files.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
ZO-046,Zooniverse,"As a Zooniverse admin, I want to remove background noise and distracting sounds from the audio files.",Pragmatic,Full sentence,No Violation,,,Story only,,
ZO-046,Zooniverse,"As a Zooniverse admin, I want to remove background noise and distracting sounds from the audio files.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
ZO-046,Zooniverse,"As a Zooniverse admin, I want to remove background noise and distracting sounds from the audio files.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
ZO-046,Zooniverse,"As a Zooniverse admin, I want to remove background noise and distracting sounds from the audio files.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
ZO-046,Zooniverse,"As a Zooniverse admin, I want to remove background noise and distracting sounds from the audio files.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
ZO-046,Zooniverse,"As a Zooniverse admin, I want to remove background noise and distracting sounds from the audio files.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
ZO-047,Zooniverse,"As a Zooniverse admin, I want to group whale calls that are similar.",Syntactic,Well-formed,No Violation,,,Story only,,
ZO-047,Zooniverse,"As a Zooniverse admin, I want to group whale calls that are similar.",Syntactic,Atomic,No Violation,,,Story only,,
ZO-047,Zooniverse,"As a Zooniverse admin, I want to group whale calls that are similar.",Syntactic,Minimal,No Violation,,,Story only,,
ZO-047,Zooniverse,"As a Zooniverse admin, I want to group whale calls that are similar.",Semantic,Conceptually sound,No Violation,,,Story only,,
ZO-047,Zooniverse,"As a Zooniverse admin, I want to group whale calls that are similar.",Semantic,Problem-oriented,No Violation,,,Story only,,Requer consenso sobre o nível aceitável de prescrição de solução.
ZO-047,Zooniverse,"As a Zooniverse admin, I want to group whale calls that are similar.",Semantic,Unambiguous,No Violation,,,Story only,,
ZO-047,Zooniverse,"As a Zooniverse admin, I want to group whale calls that are similar.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
ZO-047,Zooniverse,"As a Zooniverse admin, I want to group whale calls that are similar.",Pragmatic,Full sentence,No Violation,,,Story only,,
ZO-047,Zooniverse,"As a Zooniverse admin, I want to group whale calls that are similar.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
ZO-047,Zooniverse,"As a Zooniverse admin, I want to group whale calls that are similar.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
ZO-047,Zooniverse,"As a Zooniverse admin, I want to group whale calls that are similar.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
ZO-047,Zooniverse,"As a Zooniverse admin, I want to group whale calls that are similar.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
ZO-047,Zooniverse,"As a Zooniverse admin, I want to group whale calls that are similar.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
ZO-048,Zooniverse,"As a Zooniverse admin, I want to identify the number of whales heard in a single audio file.",Syntactic,Well-formed,No Violation,,,Story only,,
ZO-048,Zooniverse,"As a Zooniverse admin, I want to identify the number of whales heard in a single audio file.",Syntactic,Atomic,No Violation,,,Story only,,
ZO-048,Zooniverse,"As a Zooniverse admin, I want to identify the number of whales heard in a single audio file.",Syntactic,Minimal,No Violation,,,Story only,,
ZO-048,Zooniverse,"As a Zooniverse admin, I want to identify the number of whales heard in a single audio file.",Semantic,Conceptually sound,No Violation,,,Story only,,
ZO-048,Zooniverse,"As a Zooniverse admin, I want to identify the number of whales heard in a single audio file.",Semantic,Problem-oriented,No Violation,,,Story only,,Requer consenso sobre o nível aceitável de prescrição de solução.
ZO-048,Zooniverse,"As a Zooniverse admin, I want to identify the number of whales heard in a single audio file.",Semantic,Unambiguous,No Violation,,,Story only,,
ZO-048,Zooniverse,"As a Zooniverse admin, I want to identify the number of whales heard in a single audio file.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
ZO-048,Zooniverse,"As a Zooniverse admin, I want to identify the number of whales heard in a single audio file.",Pragmatic,Full sentence,No Violation,,,Story only,,
ZO-048,Zooniverse,"As a Zooniverse admin, I want to identify the number of whales heard in a single audio file.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
ZO-048,Zooniverse,"As a Zooniverse admin, I want to identify the number of whales heard in a single audio file.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
ZO-048,Zooniverse,"As a Zooniverse admin, I want to identify the number of whales heard in a single audio file.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
ZO-048,Zooniverse,"As a Zooniverse admin, I want to identify the number of whales heard in a single audio file.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
ZO-048,Zooniverse,"As a Zooniverse admin, I want to identify the number of whales heard in a single audio file.",Pragmatic,Complete,No Violation,,,Story + Backlog,,No evident complementary omission was identified in the available backlog.
ZO-049,Zooniverse,"As a Zooniverse admin, I want to know when I should interrupt a volunteer.",Syntactic,Well-formed,No Violation,,,Story only,,
ZO-049,Zooniverse,"As a Zooniverse admin, I want to know when I should interrupt a volunteer.",Syntactic,Atomic,No Violation,,,Story only,,
ZO-049,Zooniverse,"As a Zooniverse admin, I want to know when I should interrupt a volunteer.",Syntactic,Minimal,No Violation,,,Story only,,
ZO-049,Zooniverse,"As a Zooniverse admin, I want to know when I should interrupt a volunteer.",Semantic,Conceptually sound,No Violation,,,Story only,,
ZO-049,Zooniverse,"As a Zooniverse admin, I want to know when I should interrupt a volunteer.",Semantic,Problem-oriented,No Violation,,,Story only,,Requer consenso sobre o nível aceitável de prescrição de solução.
ZO-049,Zooniverse,"As a Zooniverse admin, I want to know when I should interrupt a volunteer.",Semantic,Unambiguous,No Violation,,,Story only,,
ZO-049,Zooniverse,"As a Zooniverse admin, I want to know when I should interrupt a volunteer.",Semantic,Conflict-free,No Violation,,,Story + Backlog,,No explicit conflict was identified in the available backlog.
ZO-049,Zooniverse,"As a Zooniverse admin, I want to know when I should interrupt a volunteer.",Pragmatic,Full sentence,No Violation,,,Story only,,
ZO-049,Zooniverse,"As a Zooniverse admin, I want to know when I should interrupt a volunteer.",Pragmatic,Estimatable,No Violation,,,Story + Backlog,,The backlog and the story itself provide sufficient scope for a preliminary estimate.
ZO-049,Zooniverse,"As a Zooniverse admin, I want to know when I should interrupt a volunteer.",Pragmatic,Unique,No Violation,,,Story + Backlog,,No substantial duplication was identified in the backlog.
ZO-049,Zooniverse,"As a Zooniverse admin, I want to know when I should interrupt a volunteer.",Pragmatic,Uniform,No Violation,,,Story + Backlog,,
ZO-049,Zooniverse,"As a Zooniverse admin, I want to know when I should interrupt a volunteer.",Pragmatic,Independent,No Violation,,,Story + Backlog,,No evident unnecessary dependency was identified.
